path,source,kind,locale,auth,notes
"/admin/authors","apps/web/app/admin/authors/page.tsx","admin-page","ne","none",""
"/admin/categories","apps/web/app/admin/categories/page.tsx","admin-page","ne","none",""
"/admin/comments","apps/web/app/admin/comments/page.tsx","admin-page","ne","none",""
"/admin/contact","apps/web/app/admin/contact/page.tsx","admin-page","ne","none",""
"/admin/dashboard","apps/web/app/admin/dashboard/page.tsx","admin-page","ne","none",""
"/admin/experiments","apps/web/app/admin/experiments/page.tsx","admin-page","ne","none",""
"/admin/journalists","apps/web/app/admin/journalists/page.tsx","admin-page","ne","none",""
"/admin/launch","apps/web/app/admin/launch/page.tsx","admin-page","ne","none",""
"/admin/live","apps/web/app/admin/live/page.tsx","admin-page","ne","none",""
"/admin/live-blogs","apps/web/app/admin/live-blogs/page.tsx","admin-page","ne","none",""
"/admin/live-widgets","apps/web/app/admin/live-widgets/page.tsx","admin-page","ne","none",""
"/admin/login","apps/web/app/admin/login/page.tsx","admin-page","ne","none",""
"/admin/media","apps/web/app/admin/media/page.tsx","admin-page","ne","none",""
"/admin/newsletter","apps/web/app/admin/newsletter/page.tsx","admin-page","ne","none",""
"/admin","apps/web/app/admin/page.tsx","admin-page","ne","none",""
"/admin/paywall","apps/web/app/admin/paywall/page.tsx","admin-page","ne","none",""
"/admin/polls","apps/web/app/admin/polls/page.tsx","admin-page","ne","none",""
"/admin/provinces","apps/web/app/admin/provinces/page.tsx","admin-page","ne","none",""
"/admin/roles","apps/web/app/admin/roles/page.tsx","admin-page","ne","none",""
"/admin/search-analytics","apps/web/app/admin/search-analytics/page.tsx","admin-page","ne","none",""
"/admin/seo","apps/web/app/admin/seo/page.tsx","admin-page","ne","none",""
"/admin/session-quality","apps/web/app/admin/session-quality/page.tsx","admin-page","ne","none",""
"/admin/settings","apps/web/app/admin/settings/page.tsx","admin-page","ne","none",""
"/admin/submissions","apps/web/app/admin/submissions/page.tsx","admin-page","ne","none",""
"/admin/tags","apps/web/app/admin/tags/page.tsx","admin-page","ne","none",""
"/admin/topics","apps/web/app/admin/topics/page.tsx","admin-page","ne","none",""
"/admin/users","apps/web/app/admin/users/page.tsx","admin-page","ne","none",""
"/admin/wire","apps/web/app/admin/wire/page.tsx","admin-page","ne","none",""
"/api/admin/articles","apps/web/app/api/admin/articles/route.ts","api","n/a","varies",""
"/api/admin/articles/:id","apps/web/app/api/admin/articles/[id]/route.ts","api","n/a","varies",""
"/api/admin/comments/:id","apps/web/app/api/admin/comments/[id]/route.ts","api","n/a","varies",""
"/api/admin/journalist-feedback","apps/web/app/api/admin/journalist-feedback/route.ts","api","n/a","varies",""
"/api/admin/media","apps/web/app/api/admin/media/route.ts","api","n/a","varies",""
"/api/admin/media/upload","apps/web/app/api/admin/media/upload/route.ts","api","n/a","varies",""
"/api/admin/submissions/:id","apps/web/app/api/admin/submissions/[id]/route.ts","api","n/a","varies",""
"/api/ads/event","apps/web/app/api/ads/event/route.ts","api","n/a","varies",""
"/api/auth/accept-invite","apps/web/app/api/auth/accept-invite/route.ts","api","n/a","varies",""
"/api/auth/:...all","apps/web/app/api/auth/[...all]/route.ts","api","n/a","varies",""
"/api/bookmarks","apps/web/app/api/bookmarks/route.ts","api","n/a","varies",""
"/api/comments","apps/web/app/api/comments/route.ts","api","n/a","varies",""
"/api/comments/vote","apps/web/app/api/comments/vote/route.ts","api","n/a","varies",""
"/api/contact","apps/web/app/api/contact/route.ts","api","n/a","varies",""
"/api/cron/digest-compose","apps/web/app/api/cron/digest-compose/route.ts","api","n/a","varies",""
"/api/cron/interactions-rebuild","apps/web/app/api/cron/interactions-rebuild/route.ts","api","n/a","varies",""
"/api/cron/ops-probe","apps/web/app/api/cron/ops-probe/route.ts","api","n/a","varies",""
"/api/experiments","apps/web/app/api/experiments/route.ts","api","n/a","varies",""
"/api/health","apps/web/app/api/health/route.ts","api","n/a","varies",""
"/api/journalist/ai","apps/web/app/api/journalist/ai/route.ts","api","n/a","varies",""
"/api/journalist/articles","apps/web/app/api/journalist/articles/route.ts","api","n/a","varies",""
"/api/journalist/articles/:id","apps/web/app/api/journalist/articles/[id]/route.ts","api","n/a","varies",""
"/api/newsletter/confirm","apps/web/app/api/newsletter/confirm/route.ts","api","n/a","varies",""
"/api/newsletter/subscribe","apps/web/app/api/newsletter/subscribe/route.ts","api","n/a","varies",""
"/api/notifications/breaking","apps/web/app/api/notifications/breaking/route.ts","api","n/a","varies",""
"/api/notifications/deliver","apps/web/app/api/notifications/deliver/route.ts","api","n/a","varies",""
"/api/notifications","apps/web/app/api/notifications/route.ts","api","n/a","varies",""
"/api/notifications/subscription","apps/web/app/api/notifications/subscription/route.ts","api","n/a","varies",""
"/api/payments/checkout","apps/web/app/api/payments/checkout/route.ts","api","n/a","varies",""
"/api/payments/webhook","apps/web/app/api/payments/webhook/route.ts","api","n/a","varies",""
"/api/polls/vote","apps/web/app/api/polls/vote/route.ts","api","n/a","varies",""
"/api/preferences","apps/web/app/api/preferences/route.ts","api","n/a","varies",""
"/api/provider-health","apps/web/app/api/provider-health/route.ts","api","n/a","varies",""
"/api/ranking-events","apps/web/app/api/ranking-events/route.ts","api","n/a","varies",""
"/api/reactions","apps/web/app/api/reactions/route.ts","api","n/a","varies",""
"/api/reading","apps/web/app/api/reading/route.ts","api","n/a","varies",""
"/api/recommendations/personalized","apps/web/app/api/recommendations/personalized/route.ts","api","n/a","varies",""
"/api/revalidate","apps/web/app/api/revalidate/route.ts","api","n/a","varies",""
"/api/rum","apps/web/app/api/rum/route.ts","api","n/a","varies",""
"/api/search-events","apps/web/app/api/search-events/route.ts","api","n/a","varies",""
"/api/submissions","apps/web/app/api/submissions/route.ts","api","n/a","varies",""
"/rss.xml","apps/web/app/rss.xml/route.ts","feed","n/a","none",""
"/news-sitemap.xml","apps/web/app/news-sitemap.xml/route.ts","feed","n/a","none",""
